-3.5639998912811146, 3.11574778428769e-07
-3.5519466608590795, -0.0194741779634082
-3.539787141812561, -0.038816498784638206
-3.52752289788075, -0.05802607931249056
-3.515154542312017, -0.07710234545899257
-3.5026834066140964, -0.0960447402484451
-3.4821150180766987, -0.11458959354070307
-3.4654461731325976, -0.13306528969665612
-3.452676228215893, -0.1515370672204948
-3.4398080271842444, -0.16987282164104514
-3.426842915759062, -0.18807204454211915
-3.413782242121891, -0.20613424078456563
-3.404617937526715, -0.22432185801473875
-3.3913675026141172, -0.24213035892144644
-3.3860005978045704, -0.2604137666117673
-3.3805355108807618, -0.2786456314849251
-3.3670032723829877, -0.2961245301944296
-3.35338111233609, -0.3134634284792645
-3.343650881969163, -0.3310559991161552
-3.333829021832127, -0.34855134543274685
-3.311988056733972, -0.36463574488339423
-3.29404499806891, -0.3809507179424964
-3.279993962012624, -0.3975612578776147
-3.2698285865346834, -0.4145323145752079
-3.251644976793973, -0.430354222945955
-3.237349074701453, -0.44653581380472623
-3.2269334500366824, -0.46314192949331423
-3.2164332861111133, -0.4796472911013398
-3.209802046236422, -0.49666308183696006
-3.199131767808187, -0.5129873234287166
-3.188379212312807, -0.5292095293062735
-3.1814872553887716, -0.546005827403845
-3.1745073169823854, -0.5627425226889194
-3.1674396086088974, -0.5794191143424533
-3.1563536935954017, -0.5952937718214859
-3.145189390868885, -0.6110643755949385
-3.1339472738759664, -0.626730499128274
-3.12654584581233, -0.6430975928380076
-3.1151460545294034, -0.6585750952760508
-3.103670766132034, -0.6739469761168718
-3.09212056313722, -0.6892128221814462
-3.0804967281592734, -0.7043723803855244
-3.064905248964291, -0.7185122315450196
-3.0531412056497316, -0.7334367301696384
-3.0413056432245997, -0.7482538294777361
-3.0332786711590622, -0.7639402033848054
-3.0522853225607527, -0.7865481530447673
-3.1059459144315857, -0.8185617206225341
-3.163207934806787, -0.8522274996377215
-3.212479139183931, -0.8844217855204666
-3.2576401957406995, -0.9160986743191878
-3.287170360515639, -0.9438811062830306
-3.297300117759691, -0.9663895076717411
-3.2957844104948166, -0.9855990631164856
-3.282679085761765, -1.0013198705351987
-3.2771398281112387, -1.0193027078514827
-3.2676891690683085, -1.0360459986307156
-3.2543473341755496, -1.051486543135521
-3.240934417285897, -1.0668119325183636
-2.73442152725829, -0.9167307534488045
-2.729354285199775, -0.931708940020432
-2.7090914870935503, -0.941407185869157
-2.6925759092127652, -0.9522450672349753
-2.6797871873332513, -0.9642846639220435
-2.6669473881860486, -0.9762126515925255
